Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average SG Putts,SG:OTT,SG:APR,SG:ARG
92.0,57.63,297.1,63.89,28.46,60.37,0.444,0.0409999999999999,0.3339999999999999,0.049
75.0,57.53,285.7,59.15,29.07,54.98,0.051,-0.628,-0.897,-0.286
74.0,57.44,291.9,65.24,28.98,56.66,0.04,-0.2019999999999999,-0.031,0.23
81.0,57.3,283.7,60.97,28.65,57.84,0.33,-0.207,-0.0409999999999999,0.18
74.0,57.22,285.4,59.89,28.81,50.31,0.2239999999999999,-0.551,-0.733,-0.1669999999999999
54.0,57.02,299.7,63.33,29.72,49.09,-0.217,0.198,-0.306,-0.126
91.0,56.73,293.3,64.11,29.3,57.83,-0.262,0.228,-0.186,0.138
80.0,56.71,294.6,66.52,29.4,61.06,-0.05,0.272,0.462,-0.006
60.0,56.61,310.1,66.36,28.72,60.24,0.0579999999999999,1.072,1.002,0.273
89.0,56.58,310.3,69.23,29.56,55.58,-0.225,0.797,0.68,-0.264
70.0,56.3,310.2,65.75,28.64,60.29,0.185,0.72,0.638,-0.035
78.0,56.13,276.4,60.6,28.68,58.26,0.351,-0.919,-0.5379999999999999,0.196
101.0,56.09,289.9,60.27,28.65,60.45,-0.107,-0.063,-0.492,0.213
95.0,56.06,304.5,65.73,28.74,59.9,0.221,0.476,0.2019999999999999,-0.042
60.0,56.04,285.9,62.76,29.2,52.21,-0.235,-0.606,-0.4589999999999999,0.084
59.0,56.01,295.6,62.05,29.66,48.34,0.145,0.059,-0.728,-0.594
50.0,55.78,306.7,62.08,28.89,52.55,0.192,0.272,-0.267,-0.604
98.0,55.63,297.2,62.3,28.91,53.53,0.113,-0.108,-0.26,-0.262
53.0,55.49,293.7,64.74,29.41,58.52,-0.09,-0.192,-0.387,0.1119999999999999
54.0,55.22,294.7,63.25,29.27,52.62,-0.531,-0.04,0.072,0.03
84.0,55.2,289.4,62.76,29.26,58.26,-0.331,-0.209,0.5589999999999999,0.193
68.0,54.9,292.0,61.3,29.22,55.98,-0.223,-0.216,0.078,-0.049
56.0,54.68,297.7,61.21,29.2,53.85,0.023,0.108,-0.358,-0.325
98.0,54.6,294.6,66.61,29.54,56.2,0.054,0.098,0.257,0.27
70.0,54.55,301.6,64.01,29.83,52.8,-0.497,0.32,0.153,-0.2689999999999999
90.0,54.4,309.7,64.5,29.21,55.92,-0.057,0.585,-0.2189999999999999,0.186
79.0,54.31,294.4,64.14,28.49,61.57,0.562,-0.103,0.5660000000000001,0.3979999999999999
73.0,54.3,292.0,58.1,28.07,59.85,0.604,-0.108,-0.504,0.152
79.0,53.92,304.1,66.0,29.56,56.43,-0.184,-0.044,-0.173,-0.045
95.0,53.58,295.0,63.98,28.71,59.04,0.6559999999999999,0.077,-0.507,0.192
71.0,53.43,288.8,64.26,29.7,52.9,0.301,-0.485,0.195,-0.239
54.0,53.28,290.0,59.61,29.44,54.44,0.196,-0.1989999999999999,0.069,-0.104
77.0,53.09,304.6,66.07,29.93,49.78,-0.035,-0.012,-0.206,-0.135
101.0,52.74,296.5,64.3,28.78,58.09,0.427,-0.243,0.105,0.258
100.0,52.67,298.9,64.01,29.39,56.49,0.136,-0.066,0.075,-0.196
68.0,52.6,299.5,63.17,29.03,59.12,0.05,-0.211,-0.53,-0.001
57.0,52.48,308.6,61.31,28.42,61.36,0.526,0.121,0.102,0.275
80.0,52.29,288.2,58.95,28.82,51.69,-0.201,-0.5579999999999999,-0.425,-0.077
75.0,52.23,295.7,63.85,29.28,53.45,-0.133,-0.217,-0.542,0.017
64.0,52.08,289.1,60.3,28.82,57.34,0.636,-0.754,-0.7140000000000001,-0.204
63.0,51.88,284.5,65.35,29.78,53.8,-0.1889999999999999,-1.146,0.391,-0.01
83.0,51.32,291.1,62.38,28.8,54.39,0.434,-0.525,0.032,0.0
57.0,49.93,291.5,59.15,29.55,53.33,-0.243,-0.932,-0.488,-0.296
55.0,47.27,295.6,59.8,28.59,53.39,0.331,-0.489,-0.589,0.068
71.0,75.65,283.6,71.26,30.61,59.1,-0.861,0.382,0.494,-0.246
89.0,74.92,281.9,71.4,30.16,54.53,-0.493,0.192,0.3389999999999999,-0.074
85.0,73.3,275.6,66.25,28.96,62.55,0.257,0.038,0.161,0.211
90.0,72.77,269.8,63.44,28.28,63.78,0.556,-0.36,0.1169999999999999,0.425
66.0,71.91,276.7,65.82,29.42,61.58,0.239,-0.046,-0.063,0.06
78.0,71.82,279.1,70.2,28.96,61.21,0.446,0.166,0.669,0.001
89.0,71.67,276.3,66.67,29.26,59.22,-0.0559999999999999,0.013,0.127,0.3779999999999999
79.0,71.06,278.2,66.38,28.71,63.98,0.58,0.012,0.349,0.092
94.0,70.41,283.3,68.77,29.54,60.87,-0.237,0.213,0.1159999999999999,0.292
105.0,70.33,283.3,67.35,29.1,59.0,-0.035,0.226,0.493,-0.079
58.0,70.29,282.6,67.09,29.46,55.19,0.094,-0.176,0.4529999999999999,-0.091
76.0,70.19,279.3,64.81,29.31,61.62,-0.292,-0.087,-0.301,0.59
60.0,69.88,286.0,65.71,30.63,50.47,-0.955,0.2019999999999999,-0.192,-0.472
50.0,69.58,285.4,66.44,29.5,60.26,0.312,-0.004,-0.6509999999999999,0.003
81.0,69.0,274.8,64.47,29.44,55.79,-0.628,-0.276,0.452,-0.142
53.0,68.91,275.5,62.16,29.68,51.8,-0.621,-0.248,-0.682,0.03
60.0,68.74,289.1,69.14,29.67,60.0,0.078,0.1009999999999999,0.252,0.1119999999999999
87.0,68.0,281.4,67.57,29.45,58.37,-0.16,-0.017,0.643,0.19
71.0,67.85,279.7,64.41,29.2,58.14,-0.031,-0.066,-0.037,-0.144
89.0,67.63,284.8,66.03,29.09,62.97,0.233,0.0069999999999999,-0.017,0.255
74.0,67.48,284.9,67.3,29.23,58.25,-0.069,-0.103,0.1669999999999999,-0.139
69.0,67.44,283.8,65.3,29.15,60.59,0.012,-0.131,0.0289999999999999,-0.171
81.0,67.35,282.2,67.17,29.56,57.8,0.427,-0.059,-0.119,-0.192
92.0,67.32,293.5,68.6,29.58,55.0,-0.077,0.381,0.461,-0.346
71.0,67.31,297.2,68.69,29.62,58.03,0.0579999999999999,0.319,0.134,-0.081
76.0,67.06,284.9,66.36,29.08,61.31,0.134,0.1009999999999999,0.162,0.093
62.0,67.05,280.1,64.38,28.8,59.33,0.146,-0.245,0.1989999999999999,0.267
85.0,66.84,296.7,69.08,29.8,56.28,-0.1009999999999999,0.647,0.124,0.002
83.0,66.82,282.0,64.29,28.84,60.81,0.215,-0.091,0.003,-0.032
94.0,66.82,293.3,70.86,29.84,54.77,0.302,0.496,0.4529999999999999,-0.283
66.0,66.74,296.6,71.68,30.84,52.85,-1.1,0.6829999999999999,0.492,-0.357
72.0,66.7,291.6,65.89,28.97,63.1,0.13,0.193,-0.18,0.353
93.0,66.67,277.9,65.11,29.1,60.47,-0.145,-0.313,0.3829999999999999,0.053
82.0,66.46,282.0,65.0,28.38,62.5,0.77,-0.325,-0.138,0.346
89.0,66.45,287.4,64.92,29.04,58.36,0.2269999999999999,0.044,-0.0969999999999999,0.124
96.0,66.43,291.1,68.96,30.03,56.03,0.139,0.239,0.08,-0.086
59.0,66.42,280.3,66.1,29.25,56.94,-0.665,-0.145,0.259,0.413
50.0,66.31,289.5,66.08,29.38,54.01,0.132,0.301,0.0289999999999999,-0.265
75.0,66.22,291.0,67.07,29.59,54.03,-0.024,0.31,-0.29,-0.1889999999999999
59.0,66.21,287.6,66.88,29.02,63.92,0.037,-0.149,0.588,0.011
76.0,66.13,285.0,66.12,29.68,54.5,0.0279999999999999,-0.059,-0.008,-0.1369999999999999
80.0,66.02,279.0,62.01,29.12,55.34,0.271,-0.2289999999999999,-0.672,-0.037
100.0,65.87,298.5,69.16,29.52,58.72,-0.015,0.478,0.262,-0.129
78.0,65.81,286.8,66.95,29.44,58.62,-0.1159999999999999,0.515,0.248,0.069
116.0,65.79,292.1,65.48,28.71,60.63,0.475,0.241,-0.4529999999999999,0.148
76.0,65.79,279.5,63.82,29.21,60.81,-0.0969999999999999,-0.3929999999999999,0.042,0.023
82.0,65.29,280.1,64.91,29.23,61.97,-0.11,-0.257,-0.07,0.3379999999999999
62.0,65.27,276.8,62.63,28.66,61.63,0.492,-0.863,0.073,0.079
73.0,64.96,296.8,64.99,28.53,60.87,0.397,0.606,-0.345,-0.208
89.0,64.83,292.8,65.45,29.39,54.53,-0.06,0.118,0.209,-0.273
52.0,64.76,282.8,65.58,29.06,56.33,0.27,-0.354,0.222,0.1
94.0,64.75,286.2,66.98,28.52,62.91,0.379,0.304,0.698,0.158
88.0,64.73,280.5,62.17,28.64,60.49,0.177,-0.316,-0.247,0.267
65.0,64.63,291.6,60.75,28.64,60.56,0.519,0.181,-1.24,0.193
59.0,64.45,285.4,62.63,28.71,57.57,0.436,-0.363,-0.188,0.031
56.0,64.36,282.7,61.52,29.11,58.29,0.024,-0.035,-0.406,-0.111
73.0,64.29,284.1,67.33,28.03,63.71,0.87,0.04,1.094,0.273
89.0,64.22,284.1,66.04,28.85,58.46,0.153,-0.294,0.191,0.0279999999999999
55.0,64.11,290.1,66.36,29.95,55.86,-0.436,0.076,-0.212,-0.001
105.0,64.04,287.8,66.45,28.81,60.33,0.273,-0.065,0.312,0.057
85.0,64.02,287.2,64.9,28.51,61.45,0.588,0.127,0.191,0.1889999999999999
60.0,63.98,299.7,68.08,29.39,59.0,-0.247,0.7929999999999999,0.102,-0.013
53.0,63.87,286.1,61.95,29.81,52.89,-0.5920000000000001,-0.152,-0.257,-0.28
96.0,63.76,288.5,66.24,29.08,59.93,0.364,-0.015,-0.141,0.074
90.0,63.72,289.2,65.62,29.24,60.5,0.356,0.442,0.305,-0.168
76.0,63.64,291.4,65.42,28.84,58.35,0.221,0.319,-0.048,0.001
93.0,63.59,296.6,69.44,29.53,58.3,0.165,0.628,0.044,0.08
92.0,63.59,297.4,68.02,29.57,58.69,-0.1669999999999999,0.586,0.344,0.104
113.0,63.53,286.3,67.99,29.34,60.35,0.04,0.0969999999999999,0.508,0.2019999999999999
64.0,63.46,276.6,63.41,29.47,54.19,0.1169999999999999,-0.6890000000000001,-0.335,-0.1369999999999999
74.0,63.43,289.5,64.76,29.34,52.93,0.406,0.073,-0.301,-0.4529999999999999
88.0,63.36,290.9,68.82,29.51,59.47,0.223,0.217,0.016,-0.2339999999999999
99.0,63.31,291.1,71.13,30.12,57.54,-0.368,0.0819999999999999,0.987,-0.1369999999999999
79.0,63.27,290.6,69.48,29.64,57.92,0.047,0.186,0.508,0.243
88.0,63.25,293.2,68.06,29.71,52.39,-0.426,0.109,0.4,-0.301
92.0,63.11,284.9,68.89,29.7,57.94,-0.44,-0.078,0.5760000000000001,0.095
79.0,63.1,290.1,62.89,28.47,60.08,0.55,0.158,0.192,-0.071
84.0,63.08,288.4,65.2,29.43,52.1,-0.1169999999999999,-0.186,-0.146,-0.152
62.0,63.04,290.1,63.1,28.95,54.84,0.17,-0.401,-0.264,0.052
54.0,62.93,282.8,65.6,29.69,52.8,0.2189999999999999,-0.077,-0.092,-0.416
84.0,62.91,290.2,67.54,29.72,58.76,-0.173,0.462,0.494,0.035
69.0,62.89,290.0,62.63,28.47,59.68,0.517,0.017,0.0289999999999999,0.159
92.0,62.85,291.6,68.79,29.21,58.0,0.527,0.371,0.066,0.254
75.0,62.83,284.9,63.24,29.7,55.07,-0.292,-0.7190000000000001,-0.434,-0.134
70.0,62.47,288.8,66.02,27.96,64.93,0.78,0.047,0.5379999999999999,0.364
88.0,62.42,279.6,61.24,27.77,65.17,0.635,-0.411,-0.057,0.253
95.0,62.29,291.8,65.77,28.75,58.46,0.485,0.113,0.147,0.025
65.0,62.23,290.9,68.23,30.54,55.21,-0.001,-0.184,0.005,-0.195
63.0,62.23,290.2,62.52,28.69,61.31,0.267,0.152,-0.111,-0.038
63.0,62.04,286.8,64.12,29.75,56.35,-0.3339999999999999,-0.181,-0.4679999999999999,-0.049
77.0,61.99,285.6,65.93,29.17,60.87,0.163,-0.07,0.6890000000000001,0.296
98.0,61.93,296.2,69.84,28.77,62.22,0.271,0.476,0.755,0.261
63.0,61.82,294.2,64.78,29.19,56.68,-0.042,0.135,-0.003,-0.2739999999999999
84.0,61.74,288.5,68.12,29.61,58.09,0.297,-0.299,0.085,0.25
58.0,61.73,297.0,65.97,29.25,59.77,0.052,0.49,0.287,0.121
91.0,61.5,300.7,65.9,29.26,56.18,0.0069999999999999,0.6829999999999999,-0.33,-0.081
60.0,61.49,293.1,64.42,29.31,52.85,0.143,-0.473,-0.184,-0.1369999999999999
104.0,61.48,302.3,66.89,29.5,54.45,-0.089,0.632,-0.39,-0.068
50.0,61.44,289.9,64.4,29.06,58.28,0.244,-0.204,0.212,0.154
88.0,61.43,282.5,59.85,28.55,57.0,0.32,-0.46,-0.367,0.253
83.0,61.35,285.8,63.65,28.41,58.93,0.8079999999999999,-0.133,-0.608,0.239
67.0,61.16,293.1,64.26,29.07,58.0,0.1939999999999999,-0.0069999999999999,-0.259,-0.419
92.0,61.11,291.5,69.38,29.77,56.7,0.003,0.156,0.027,-0.126
71.0,61.05,284.3,63.18,29.18,56.76,-0.1119999999999999,-0.423,-0.061,-0.057
74.0,61.05,294.6,65.92,29.26,53.74,0.236,0.27,0.052,-0.1159999999999999
110.0,60.99,294.3,67.3,29.47,57.69,0.1969999999999999,0.154,-0.133,0.022
76.0,60.98,295.2,65.79,29.17,57.69,0.089,0.364,0.184,-0.072
66.0,60.98,281.2,61.57,28.68,58.07,0.411,-0.882,-0.547,0.136
70.0,60.96,284.3,60.59,28.92,54.85,0.139,-0.247,-0.7070000000000001,-0.09
92.0,60.82,287.4,63.56,28.19,60.62,0.629,-0.017,0.105,0.187
103.0,60.78,289.9,68.63,29.56,59.75,0.185,-0.039,-0.021,0.036
92.0,60.46,295.3,64.53,29.33,54.73,0.154,0.402,-0.119,-0.241
83.0,60.36,283.4,64.26,29.01,58.8,-0.157,-0.211,-0.085,0.337
93.0,60.34,299.8,66.79,29.41,53.64,-0.256,0.4529999999999999,0.2,0.129
83.0,60.33,291.6,65.65,28.9,57.2,0.1159999999999999,-0.0409999999999999,0.248,0.147
79.0,60.14,291.0,65.3,28.88,60.75,0.4479999999999999,-0.335,-0.321,0.156
71.0,60.1,288.1,69.89,30.39,51.07,-0.705,0.121,0.635,0.109
82.0,60.1,297.4,64.71,29.8,51.49,-0.452,0.133,-0.183,-0.396
88.0,60.03,291.2,67.0,29.49,57.31,-0.155,-0.06,0.23,0.0409999999999999
69.0,59.95,295.0,64.21,29.03,56.23,-0.018,0.13,0.039,-0.153
91.0,59.81,298.6,68.99,30.12,58.27,-0.815,0.565,0.405,0.015
79.0,59.67,294.3,66.46,29.53,57.23,-0.131,0.315,0.26,0.156
73.0,59.54,295.6,65.21,29.68,56.51,-0.581,0.03,0.068,0.013
98.0,59.52,304.6,68.21,29.46,54.17,-0.506,0.516,0.515,0.139
70.0,59.45,298.5,68.25,30.04,54.0,-0.318,0.245,0.528,-0.065
81.0,59.44,285.0,62.34,28.74,60.92,0.108,-0.367,-0.225,0.091
65.0,59.1,296.8,65.01,29.18,58.22,0.149,0.162,-0.188,-0.2339999999999999
78.0,59.05,283.9,65.2,28.96,59.42,0.324,-0.529,-0.0139999999999999,0.1989999999999999
78.0,59.0,295.8,64.89,29.03,58.46,-0.501,0.14,0.0819999999999999,-0.036
104.0,58.97,296.7,67.0,29.39,55.39,0.1119999999999999,0.245,0.1669999999999999,-0.254
83.0,58.86,286.1,61.95,29.35,57.3,-0.163,-0.175,-0.505,0.024
91.0,58.83,300.2,65.64,29.31,55.58,-0.15,0.295,-0.089,-0.218
78.0,58.55,293.3,66.52,29.54,56.6,-0.48,-0.011,0.584,0.132
77.0,58.51,303.0,66.59,28.91,59.08,0.161,0.499,0.2339999999999999,0.103
65.0,58.2,287.5,61.62,29.02,55.9,-0.184,-0.461,-0.152,0.134
80.0,58.15,301.9,66.88,28.44,62.96,0.546,0.5429999999999999,0.604,0.018
93.0,58.07,310.5,69.41,29.69,58.2,-0.1159999999999999,0.742,0.38,0.035
67.0,58.06,298.0,62.62,29.58,56.68,-0.638,-0.072,-0.013,0.0559999999999999
61.0,58.0,299.2,66.85,29.13,60.16,-0.119,0.528,0.312,0.263
69.0,57.98,294.4,62.5,29.04,55.99,-0.1939999999999999,-0.125,0.3989999999999999,0.01
77.0,57.8,294.7,63.41,28.41,56.48,0.4,0.201,-0.038,-0.09
84.0,57.66,279.8,61.04,27.75,63.5,0.65,-0.757,0.286,0.593
108.0,57.51,297.3,68.91,29.31,63.92,0.38,0.168,0.3329999999999999,0.358
51.0,57.38,304.1,62.06,29.26,54.21,0.294,-0.267,-0.648,-0.38
82.0,57.35,298.6,65.95,30.05,47.91,-0.5820000000000001,0.204,-0.109,-0.47
85.0,57.29,291.8,65.64,28.99,59.08,0.148,-0.125,-0.122,0.221
72.0,57.17,314.2,68.39,29.56,51.24,-0.5489999999999999,0.912,0.195,0.019
86.0,57.06,299.5,61.79,29.45,54.26,-0.483,0.057,-0.612,-0.012
74.0,57.03,290.7,67.62,29.71,51.72,-0.196,-0.5720000000000001,0.4479999999999999,0.2339999999999999
87.0,56.99,303.3,63.58,29.15,55.37,0.066,0.114,-0.165,-0.251
69.0,56.98,301.7,67.94,30.23,56.53,-0.344,0.244,0.011,-0.09
85.0,56.92,314.9,69.83,29.86,50.82,-0.182,0.898,0.193,-0.317
84.0,56.91,303.7,66.6,29.71,53.52,-0.154,0.4429999999999999,0.244,-0.475
78.0,56.81,305.4,65.84,29.08,57.58,0.242,0.201,0.24,-0.337
61.0,56.78,299.2,63.37,28.92,60.41,0.066,0.038,0.3879999999999999,0.187
85.0,56.74,292.5,65.84,29.3,58.23,-0.4029999999999999,0.218,0.657,0.248
84.0,56.7,299.5,64.47,28.35,55.02,0.351,0.384,0.1939999999999999,-0.013
75.0,56.62,291.6,62.6,28.63,56.98,0.1669999999999999,-0.271,-0.236,0.034
72.0,56.58,291.8,64.31,28.97,57.08,0.1689999999999999,-0.055,0.396,0.16
84.0,56.51,288.3,62.1,29.01,54.97,0.079,-0.267,-0.309,-0.2689999999999999
87.0,56.47,295.7,66.67,29.05,57.66,-0.2019999999999999,-0.118,0.611,0.142
91.0,56.31,284.8,63.25,28.79,55.65,0.044,-0.705,0.241,0.011
71.0,55.79,298.5,63.5,29.05,56.91,-0.025,-0.243,-0.226,0.285
71.0,55.78,294.6,63.17,29.54,54.74,-0.253,-0.122,0.14,0.145
77.0,55.71,286.1,63.01,29.29,58.64,0.138,-0.64,-0.319,0.245
77.0,55.67,296.2,65.48,28.39,59.44,0.324,0.19,0.196,0.4379999999999999
71.0,55.52,293.9,62.36,28.76,56.96,0.002,-0.135,-0.506,0.262
67.0,55.27,290.2,60.92,29.12,53.49,-0.245,-0.606,-0.119,-0.083
86.0,55.12,308.3,63.62,28.84,52.33,0.161,0.3389999999999999,-0.615,-0.153
50.0,54.97,301.6,63.89,29.07,52.17,0.509,0.217,0.126,-0.679
67.0,54.72,297.2,64.37,29.27,58.17,0.423,0.02,-0.418,-0.187
76.0,54.7,302.6,64.92,28.37,64.64,0.5760000000000001,0.204,0.026,0.1689999999999999
84.0,54.65,304.9,67.22,29.95,54.66,-0.315,0.507,-0.246,-0.1169999999999999
87.0,54.41,296.0,64.43,29.14,58.53,-0.099,-0.1159999999999999,0.034,0.207
63.0,54.0,292.2,61.02,29.29,52.66,0.208,-0.326,-0.61,-0.623
82.0,53.76,299.5,63.75,28.7,59.96,-0.047,-0.06,-0.064,0.047
79.0,53.2,299.8,66.96,29.08,62.01,-0.19,0.14,0.9,0.3329999999999999
79.0,53.13,298.8,63.92,28.57,59.45,0.222,-0.285,0.271,0.168
60.0,52.98,294.7,64.12,28.98,59.84,0.237,-0.392,0.209,0.19
83.0,52.97,313.4,66.13,29.4,53.56,-0.384,0.662,0.28,-0.419
71.0,52.87,296.1,59.49,28.72,54.85,0.033,-0.563,-0.838,0.515
57.0,52.09,318.4,66.46,29.3,54.06,-0.064,0.726,0.3879999999999999,-0.2019999999999999
67.0,51.88,296.3,64.1,29.46,52.66,-0.364,-0.243,0.065,-0.259
58.0,51.49,301.8,62.45,29.43,54.08,-0.386,0.259,-0.025,-0.114
65.0,50.57,297.9,62.87,29.54,50.83,-0.321,-0.7,-0.636,0.273
72.0,46.99,294.2,61.58,28.59,58.45,0.239,-0.455,0.103,0.043
74.0,76.08,272.0,68.22,29.78,61.44,-0.757,-0.001,0.042,0.2019999999999999
67.0,75.94,285.6,71.95,29.89,59.09,-0.292,0.597,0.296,-0.118
101.0,74.0,266.4,63.44,28.02,66.51,0.73,-0.597,0.159,0.228
88.0,73.72,272.2,66.73,28.87,62.67,0.2689999999999999,-0.025,0.591,-0.003
56.0,72.86,270.0,62.64,29.53,58.31,-0.4039999999999999,-0.253,-0.4579999999999999,0.013
97.0,72.42,278.9,69.59,29.62,62.87,-0.259,0.156,0.546,0.134
86.0,71.88,281.3,67.58,28.89,61.29,0.2739999999999999,0.254,0.122,0.0579999999999999
93.0,71.24,279.7,66.54,28.73,57.66,0.583,0.118,0.221,-0.129
85.0,71.13,282.3,68.22,29.07,59.06,0.266,0.1689999999999999,0.379,0.046
76.0,71.01,276.0,67.12,28.74,63.47,0.402,0.15,0.6409999999999999,0.367
90.0,70.92,277.3,68.5,29.6,59.35,0.188,-0.3879999999999999,0.006,-0.104
78.0,70.58,273.6,65.95,29.08,55.02,-0.158,-0.257,0.244,-0.162
99.0,70.5,279.0,67.49,29.63,57.91,-0.444,0.051,0.246,0.361
82.0,70.44,280.2,69.87,29.65,55.32,-0.1369999999999999,-0.155,0.261,-0.022
91.0,70.34,273.3,65.45,28.66,59.7,0.3879999999999999,-0.402,0.207,-0.2319999999999999
81.0,70.31,277.4,66.6,29.7,56.42,-0.466,-0.146,0.4639999999999999,0.077
78.0,70.29,284.0,69.68,30.5,55.5,-1.008,0.053,0.424,0.067
88.0,70.13,279.0,67.39,29.15,61.87,-0.0579999999999999,-0.244,0.196,0.163
78.0,70.07,275.5,68.02,29.6,59.69,0.2289999999999999,-0.159,0.054,0.11
76.0,69.87,285.1,68.95,29.72,59.74,-0.174,0.125,0.0279999999999999,-0.2189999999999999
58.0,69.63,279.5,62.56,29.02,57.57,0.3329999999999999,-0.486,-0.6509999999999999,-0.031
89.0,69.46,277.8,65.09,29.02,57.32,0.181,-0.184,0.299,0.242
78.0,69.34,280.4,67.11,29.33,58.67,0.051,-0.131,-0.3229999999999999,0.226
87.0,69.24,281.9,66.67,29.82,58.24,-0.6,0.435,0.176,-0.006
94.0,69.01,285.1,69.06,29.54,59.46,-0.106,0.102,0.606,0.042
87.0,68.85,280.6,70.28,29.71,62.16,0.139,-0.196,-0.292,0.354
73.0,68.7,278.3,67.33,29.0,64.47,0.185,0.1639999999999999,-0.177,0.364
50.0,68.59,283.2,66.67,29.76,59.06,-0.573,-0.191,0.41,-0.136
97.0,68.54,288.7,65.98,28.75,60.27,0.359,0.348,-0.297,0.21
73.0,68.5,282.9,68.29,28.69,63.75,0.437,0.191,0.773,0.419
101.0,68.35,278.9,63.09,28.87,61.85,-0.249,-0.0069999999999999,0.089,-0.015
71.0,68.27,278.1,69.32,30.28,56.96,-0.5429999999999999,-0.0819999999999999,0.568,-0.107
87.0,68.26,284.4,68.33,29.39,57.46,-0.0559999999999999,0.074,0.3329999999999999,0.039
74.0,68.16,278.6,63.85,28.75,59.37,0.034,-0.12,0.456,-0.013
74.0,68.01,289.2,68.71,29.09,64.23,0.3279999999999999,0.368,-0.191,0.049
80.0,67.99,289.7,66.67,29.05,60.76,0.299,0.45,0.026,-0.091
69.0,67.99,290.6,69.04,29.97,61.74,-0.244,0.605,0.151,-0.111
85.0,67.94,291.8,68.65,29.6,58.65,0.068,0.642,0.069,-0.115
97.0,67.89,286.9,69.36,28.74,64.69,0.648,0.158,0.336,0.3339999999999999
76.0,67.55,279.1,66.75,29.62,55.77,-0.357,0.123,-0.06,-0.447
105.0,67.37,278.7,66.35,29.23,60.38,-0.006,0.0289999999999999,0.031,0.195
54.0,67.37,281.6,68.98,28.79,67.16,0.7809999999999999,-0.341,0.158,0.139
90.0,67.36,288.6,65.8,28.98,61.19,0.507,0.093,-0.529,0.079
57.0,67.28,275.6,66.78,29.69,54.43,0.231,-0.467,-0.114,-0.465
70.0,67.23,284.6,70.49,29.69,58.53,0.017,-0.1,0.291,0.051
103.0,67.22,290.2,72.49,30.08,57.65,-0.139,0.372,0.455,-0.078
88.0,67.14,291.9,70.07,29.95,60.32,-0.376,0.662,0.0579999999999999,-0.162
74.0,66.95,280.0,69.78,29.48,59.61,-0.165,-0.212,0.225,0.271
84.0,66.89,279.8,67.79,29.25,57.49,0.13,0.0819999999999999,0.324,-0.103
86.0,66.89,287.9,71.96,29.9,62.44,-0.094,0.201,0.054,0.303
91.0,66.87,286.4,71.15,30.6,54.06,-0.568,0.201,0.417,-0.21
84.0,66.84,291.3,66.73,29.2,57.43,0.196,0.292,-0.726,0.002
109.0,66.71,291.4,70.24,29.94,56.93,-0.126,0.217,0.01,-0.084
93.0,66.48,281.1,67.92,29.55,58.56,-0.063,-0.01,0.048,0.0559999999999999
75.0,66.47,282.0,67.79,29.15,59.67,0.375,0.011,0.054,0.12
94.0,66.46,278.6,65.89,28.57,64.45,0.493,-0.247,0.3329999999999999,0.276
72.0,66.33,290.8,68.52,29.78,59.31,-0.4479999999999999,0.363,0.177,0.103
55.0,66.28,281.8,64.85,30.2,54.52,-0.5579999999999999,-0.475,-0.4629999999999999,-0.423
78.0,66.02,277.4,62.76,29.19,55.04,-0.078,-0.386,-0.493,0.309
82.0,65.99,283.1,68.52,29.23,62.67,0.054,0.151,0.507,0.2689999999999999
64.0,65.93,302.5,71.74,30.28,54.58,-0.411,0.581,0.327,-0.387
66.0,65.87,292.4,66.5,28.77,56.28,0.302,0.444,-0.242,-0.1989999999999999
92.0,65.69,286.2,66.47,29.27,58.19,0.133,-0.188,0.0579999999999999,-0.258
90.0,65.64,290.3,66.67,29.07,56.59,0.044,0.478,-0.236,-0.155
114.0,65.51,286.9,70.07,29.51,55.52,0.0,0.16,0.721,-0.125
87.0,65.45,282.0,69.41,29.65,61.49,-0.026,-0.2,0.3339999999999999,0.054
77.0,65.45,283.5,64.94,29.49,59.47,-0.247,0.068,-0.356,0.22
62.0,65.38,290.3,70.88,29.35,55.48,0.332,0.016,0.377,-0.16
85.0,65.24,289.3,69.74,30.33,54.21,-0.377,0.264,-0.177,-0.209
90.0,65.23,287.1,68.95,28.91,62.23,0.379,-0.005,-0.001,0.1989999999999999
104.0,65.23,292.0,69.23,29.31,62.33,0.098,0.7240000000000001,0.26,0.107
78.0,65.17,287.8,66.31,28.64,63.85,0.243,0.3379999999999999,0.168,0.447
110.0,65.12,280.6,69.88,29.33,58.95,0.132,0.054,0.413,-0.034
92.0,65.07,292.8,68.72,29.7,59.62,0.217,0.3829999999999999,-0.19,-0.052
79.0,64.91,281.0,66.0,28.95,55.77,0.027,0.039,-0.4,0.304
75.0,64.79,291.4,65.96,28.65,63.91,0.679,0.337,0.185,0.395
76.0,64.75,289.1,68.17,29.31,56.37,0.1369999999999999,0.4029999999999999,0.642,-0.031
72.0,64.74,288.1,69.11,30.21,49.59,-0.211,-0.022,0.096,-0.49
88.0,64.74,305.7,71.27,30.07,61.56,-0.36,0.6779999999999999,0.111,-0.038
81.0,64.58,295.5,68.18,29.59,59.27,-0.216,0.56,-0.074,0.2239999999999999
90.0,64.52,283.0,67.9,29.74,58.65,-0.1,0.045,0.191,0.066
72.0,64.31,288.6,65.95,29.07,56.18,0.188,0.316,-0.252,-0.083
